name,id_name
gpt 4 0 mini regional api,gpt-unknown-4-0-mini-unknown-unknown-unknown-false
gpt 4 0 regional deployment,gpt-unknown-4-0-unknown-unknown-unknown-unknown-false
gpt 4 0125 preview,gpt-unknown-unknown-4-0125-unknown-unknown-unknown-false
gpt 4 0613,gpt-unknown-unknown-4-0613-unknown-unknown-unknown-false
gpt 4 1106 preview,gpt-unknown-unknown-4-1106-unknown-unknown-unknown-false
gpt 4 1106 vision preview,gpt-unknown-unknown-4-1106-unknown-unknown-unknown-false
gpt 4 32k,gpt-unknown-unknown-4-unknown-32-unknown-false
gpt 4 32k 0613,gpt-unknown-unknown-4-0613-32-unknown-false
gpt 4 8k,gpt-unknown-unknown-4-unknown-8-unknown-false
gpt 4 turbo,gpt-turbo-unknown-4-unknown-unknown-unknown-false
gpt 4 turbo 2024 04 09,gpt-turbo-unknown-4-20240409-unknown-unknown-unknown-false
gpt 4 vision preview,gpt-unknown-unknown-4-unknown-unknown-unknown-false
gpt 4o,gpt-4o-unknown-unknown-unknown-unknown-unknown-false
gpt 4o 2024 05 13,gpt-4o-unknown-unknown-20240513-unknown-unknown-unknown-false
gpt 4o 2024 08 06,gpt-4o-unknown-unknown-20240806-unknown-unknown-unknown-false
gpt 4o 2024 08 06 finetuned,gpt-4o-unknown-unknown-20240806-unknown-unknown-unknown-true
gpt 4o 2024 10 01,gpt-4o-unknown-unknown-20241001-unknown-unknown-unknown-false
gpt 4o global deployment,gpt-4o-unknown-unknown-unknown-unknown-unknown-false
gpt 4o mini,gpt-4o-mini-unknown-unknown-unknown-unknown-unknown-false
gpt 4o mini 2024 07 18,gpt-4o-mini-unknown-20240718-unknown-unknown-unknown-false
gpt 4o mini 2024 07 18 finetuned,gpt-4o-mini-unknown-20240718-unknown-unknown-unknown-true
gpt 4o regional api,gpt-4o-unknown-regional-api-unknown-unknown-unknown-false
intent recognition,intent-recognition-unknown-unknown-unknown-unknown-unknown-unknown-false
lemur default,lemur-default-unknown-unknown-unknown-unknown-unknown-unknown-false
llama 3 2 11b vision instruct,llama-vision-instruct-unknown-3.2-unknown-11-unknown-unknown-false
llama 3 2 90b vision instruct,llama-vision-instruct-unknown-3.2-unknown-90-unknown-unknown-false
llama 3 8b,llama-unknown-unknown-3-unknown-8-unknown-unknown-false
llama 3 8b lunaris,llama-lunaris-unknown-3-unknown-8-unknown-unknown-false
llama 3 reference 8b,llama-reference-unknown-3-unknown-8-unknown-unknown-false
llama 3.2 11b vision,llama-vision-unknown-3.2-unknown-11-unknown-unknown-false
llama 3.2 11b vision 8k (preview),llama-vision-unknown-3.2-unknown-11-unknown-8-preview-false
llama 3.2 11b vision instruct,llama-vision-instruct-unknown-3.2-unknown-11-unknown-unknown-false
llama 3.2 11b vision instruct turbo,llama-vision-instruct-turbo-unknown-3.2-unknown-11-unknown-unknown-false
llama 3.2 1b,llama-unknown-unknown-3.2-unknown-1-unknown-unknown-false
llama 3.2 3b,llama-unknown-unknown-3.2-unknown-3-unknown-unknown-false
llama 3.2 90b vision,llama-vision-unknown-3.2-unknown-90-unknown-unknown-false
llama 3.2 90b vision 8k (preview),llama-vision-unknown-3.2-unknown-90-unknown-8-preview-false
llama 3.2 90b vision base (bf16),llama-vision-base-bf16-unknown-3.2-unknown-90-unknown-unknown-false
llama 3.2 90b vision instruct,llama-vision-instruct-unknown-3.2-unknown-90-unknown-unknown-false
llama 3.2 90b vision instruct (bf16),llama-vision-instruct-bf16-unknown-3.2-unknown-90-unknown-unknown-false
llama 3.2 90b vision instruct turbo,llama-vision-instruct-turbo-unknown-3.2-unknown-90-unknown-unknown-false
llama 3.2 instruct (11b),llama-instruct-unknown-3.2-unknown-11-unknown-unknown-false
llama 3.2 instruct (90b),llama-instruct-unknown-3.2-unknown-90-unknown-unknown-false
llama3 8b,llama-unknown-unknown-3-unknown-8-unknown-unknown-false
llama3 llava next 8b hf,llama-next-llava-unknown-3-unknown-8-unknown-unknown-false
llama3.2 3b,llama-unknown-unknown-3.2-unknown-3-unknown-unknown-false
llava v1.6 34b,llava-unknown-unknown-unknown-34-unknown-unknown-false
llava v1.6 mistral 7b,llava-mistral-unknown-unknown-7-unknown-unknown-false
llava v1.6 yi 34b,llava-unknown-yi-unknown-34-unknown-unknown-false
meta llama 3 8b,llama-unknown-unknown-3-unknown-8-unknown-unknown-false
meta/meta llama 3 8b,llama-unknown-unknown-3-unknown-8-unknown-unknown-false
meta: llama 3.2 11b vision instruct,llama-vision-instruct-unknown-3.2-unknown-11-unknown-unknown-false
meta: llama 3.2 11b vision instruct (free),llama-vision-instruct-free-unknown-3.2-unknown-11-unknown-unknown-false
meta: llama 3.2 90b vision instruct,llama-vision-instruct-unknown-3.2-unknown-90-unknown-unknown-false
mistral: pixtral 12b,pixtral-unknown-unknown-unknown-12-unknown-unknown-false
nousresearch/hermes 2 pro llama 3 8b,hermes-pro-llama-2-unknown-8-unknown-unknown-false
openai: chatgpt 4o,chatgpt-4o-unknown-unknown-unknown-unknown-unknown-false
openai: gpt 3.5 turbo 16k,gpt-turbo-unknown-3.5-unknown-16-unknown-false
openai: gpt 3.5 turbo 16k (older v1106),gpt-turbo-unknown-3.5-unknown-16-unknown-false
openai: gpt 4 32k,gpt-unknown-unknown-4-unknown-32-unknown-false
openai: gpt 4 32k (older v0314),gpt-unknown-unknown-4-unknown-32-unknown-false
openai: gpt 4 turbo (older v1106),gpt-turbo-unknown-4-unknown-unknown-unknown-false
openai: gpt 4 vision,gpt-unknown-unknown-4-unknown-unknown-unknown-false
openai: gpt 4o,gpt-4o-unknown-unknown-unknown-unknown-unknown-false
openai: gpt 4o (2024 05 13),gpt-4o-unknown-unknown-20240513-unknown-unknown-unknown-false
phi 3.5 vision,phi-vision-unknown-3.5-unknown-unknown-unknown-false
phi 3.5 vision instruct,phi-vision-instruct-unknown-3.5-unknown-unknown-unknown-false
pixtral 12b,pixtral-unknown-unknown-unknown-12-unknown-unknown-false
pixtral 12b (bf16),pixtral-unknown-unknown-unknown-12-unknown-unknown-false
qwen2 vl 72b instruct (bf16),qwen-instruct-unknown-2-unknown-72-unknown-unknown-false
qwen2 vl 7b instruct (bf16),qwen-instruct-unknown-2-unknown-7-unknown-unknown-false
reka core,reka-core-unknown-unknown-unknown-unknown-unknown-unknown-false
reka edge,reka-edge-unknown-unknown-unknown-unknown-unknown-unknown-false
reka flash,reka-flash-unknown-unknown-unknown-unknown-unknown-unknown-false
reka spark,reka-spark-unknown-unknown-unknown-unknown-unknown-unknown-false
rocinante 12b,rocinante-unknown-unknown-unknown-12-unknown-unknown-false
sdxl,sdxl-unknown-unknown-unknown-unknown-unknown-unknown-false
sensechat vision,sensechat-unknown-unknown-unknown-unknown-unknown-vision-false
sentiment analysis,sentiment-analysis-unknown-unknown-unknown-unknown-unknown-unknown-false
stable image core,stable-image-core-unknown-unknown-unknown-unknown-unknown-unknown-false
summarization,summarization-unknown-unknown-unknown-unknown-unknown-unknown-false
summarize,summarize-unknown-unknown-unknown-unknown-unknown-unknown-false
summarize default,summarize-default-unknown-unknown-unknown-unknown-unknown-unknown-false
topic detection,topic-detection-unknown-unknown-unknown-unknown-unknown-unknown-false
