name,id_name,2024-06-10,2024-07-03,2024-08-26,2024-09-27,2024-10-21
nous: hermes 2 theta 8b,hermes-theta-unknown-2-unknown-8-unknown-unknown-false,,,,,1.125
nous: hermes 3 405b instruct (extended),hermes-unknown-extended-3-unknown-405-unknown-instruct-false,,,,4.5,4.5
nous: hermes 3 70b instruct,hermes-unknown-unknown-3-unknown-70-unknown-instruct-false,,,,0.4,0.4
nous: hermes 13b,hermes-unknown-unknown-unknown-unknown-13-unknown-unknown-false,,,,,0.17
inflection: inflection 3 pi,inflection-unknown-pi-3-unknown-unknown-unknown-unknown-false,,,,,10.0
inflection: inflection 3 productivity,inflection-unknown-productivity-3-unknown-unknown-unknown-unknown-false,,,,,10.0
ai21: jamba 1.5 large,jamba-large-unknown-1.5-unknown-unknown-unknown-unknown-false,,,,8.0,8.0
ai21: jamba 1.5 mini,jamba-mini-unknown-1.5-unknown-unknown-unknown-unknown-false,,,,0.4,0.4
ai21: jamba instruct,jamba-unknown-unknown-unknown-unknown-unknown-unknown-instruct-false,,0.7,0.7,0.7,0.7
liquid: lfm 40b moe,lfm-moe-unknown-unknown-unknown-40-unknown-unknown-false,,,,,0.0
llama 3 lumimaid 8b (extended),llama-lumimaid-extended-3-unknown-8-unknown-unknown-false,1.125,1.125,1.125,1.125,1.125
llama 3 lumimaid 70b,llama-lumimaid-unknown-3-unknown-70-unknown-unknown-false,4.5,4.5,4.5,4.5,4.5
llama 3 lumimaid 8b,llama-lumimaid-unknown-3-unknown-8-unknown-unknown-false,1.125,1.125,1.125,1.125,1.125
llama 3 8b lunaris,llama-lunaris-unknown-3-unknown-8-unknown-unknown-false,,,,,2.0
nvidia: llama 3.1 nemotron 70b instruct,llama-nemotron-unknown-3.1-unknown-70-unknown-instruct-false,,,,,0.4
lynn: llama 3 soliloquy 8b v2,llama-soliloquy-unknown-3-unknown-8-unknown-unknown-false,0.05,0.05,0.05,0.05,0.05
perplexity: llama3 sonar 70b online,llama-sonar-unknown-3-unknown-70-unknown-online-false,1.0,1.0,1.0,1.0,1.0
perplexity: llama3 sonar 70b,llama-sonar-unknown-3-unknown-70-unknown-unknown-false,1.0,1.0,1.0,1.0,1.0
perplexity: llama3 sonar 8b online,llama-sonar-unknown-3-unknown-8-unknown-online-false,0.2,0.2,0.2,0.2,0.2
perplexity: llama3 sonar 8b,llama-sonar-unknown-3-unknown-8-unknown-unknown-false,0.2,0.2,0.2,0.2,0.2
perplexity: llama 3.1 sonar 405b online,llama-sonar-unknown-3.1-unknown-405-unknown-online-false,,,,5.0,5.0
perplexity: llama 3.1 sonar 70b online,llama-sonar-unknown-3.1-unknown-70-unknown-online-false,,,,,1.0
perplexity: llama 3.1 sonar 70b,llama-sonar-unknown-3.1-unknown-70-unknown-unknown-false,,,,,1.0
perplexity: llama 3.1 sonar 8b online,llama-sonar-unknown-3.1-unknown-8-unknown-online-false,,,,,0.2
perplexity: llama 3.1 sonar 8b,llama-sonar-unknown-3.1-unknown-8-unknown-unknown-false,,,,,0.2
llama 3 stheno 8b v3.3 32k,llama-stheno-unknown-3.3-unknown-8-32-unknown-false,,1.5,1.5,1.5,1.5
llama 3.1 euryale 70b v2.2,llama-unknown-euryale-3.1-unknown-70-unknown-instruct-false,,,,0.4,0.4
meta: llama 3 8b instruct (extended),llama-unknown-extended-3-unknown-8-unknown-instruct-false,1.125,1.125,1.125,1.125,1.125
meta: llama 3.2 11b vision instruct,llama-unknown-instruct-3.2-unknown-11-unknown-unknown-false,,,,0.162,0.055
meta: llama 3.2 90b vision instruct,llama-unknown-instruct-3.2-unknown-90-unknown-unknown-false,,,,0.4,0.4
meta: llama 3.2 11b vision instruct (free),llama-unknown-instruct-free-3.2-unknown-11-unknown-unknown-false,,,,0.0,0.0
meta: llama 3 8b instruct (nitro),llama-unknown-nitro-3-unknown-8-unknown-instruct-false,0.2,0.2,0.2,0.162,0.162
meta: llama 3 70b (base),llama-unknown-unknown-3-unknown-70-unknown-unknown-false,0.81,0.81,0.81,0.81,0.81
meta: llama 3 8b (base),llama-unknown-unknown-3-unknown-8-unknown-unknown-false,0.18,0.18,0.18,0.18,0.18
meta: llama 3.1 405b instruct,llama-unknown-unknown-3.1-unknown-405-unknown-instruct-false,,,,,1.79
meta: llama 3.1 405b (base),llama-unknown-unknown-3.1-unknown-405-unknown-unknown-false,,,,,2.0
meta: llamaguard 2 8b,llamaguard-unknown-unknown-2-unknown-8-unknown-unknown-false,0.2,0.15,0.15,0.15,0.15
llava v1.6 34b,llava-unknown-unknown-1.6-unknown-34-unknown-unknown-false,0.9,0.9,0.9,0.9,0.9
lumimaid v0.2 8b,lumimaid-unknown-unknown-0.2-unknown-8-unknown-unknown-false,,,,1.125,1.125
lzlv 70b,lzlv-unknown-unknown-unknown-unknown-70-unknown-unknown-false,,,,,0.4
magnum v2 72b,magnum-unknown-unknown-2-unknown-72-unknown-unknown-false,,,,,4.5
magnum 72b,magnum-unknown-unknown-unknown-unknown-72-unknown-unknown-false,,,,,4.5
ministral 3b,ministral-unknown-unknown-unknown-unknown-3-unknown-unknown-false,,,,,0.04
ministral 8b,ministral-unknown-unknown-unknown-unknown-8-unknown-unknown-false,,,,,0.1
mistral: codestral mamba,mistral-codestral-unknown-unknown-unknown-unknown-unknown-unknown-false,,,,,0.25
mistral 7b instruct v0.3,mistral-instruct-unknown-0.3-unknown-7-unknown-unknown-false,0.07,0.065,0.055,0.055,0.055
mistral large,mistral-large-unknown-unknown-unknown-unknown-unknown-unknown-false,,,,,6.0
mistral medium,mistral-medium-unknown-unknown-unknown-unknown-unknown-unknown-false,,,,,8.1
mistral nemo 12b celeste,mistral-nemo-celeste-unknown-unknown-12-unknown-unknown-false,,,,,1.5
mistral nemo 12b starcannon,mistral-nemo-starcannon-unknown-unknown-12-unknown-unknown-false,,,,,2.0
mistral: mistral nemo,mistral-nemo-unknown-unknown-unknown-unknown-unknown-unknown-false,,,,,0.13
mistral small,mistral-small-unknown-unknown-unknown-unknown-unknown-unknown-false,,,,,0.6
mistral tiny,mistral-tiny-unknown-unknown-unknown-unknown-unknown-unknown-false,,,,,0.25
mistral: mistral 7b instruct v0.1,mistral-unknown-unknown-0.1-unknown-7-unknown-instruct-false,,,,,0.18
mistral: mistral 7b instruct v0.2,mistral-unknown-unknown-0.2-unknown-7-unknown-instruct-false,,,,,0.18
mistral 7b instruct,mistral-unknown-unknown-unknown-unknown-7-unknown-instruct-false,0.07,0.065,0.065,0.065,0.065
mistral: mixtral 8x22b instruct,mixtral-unknown-unknown-unknown-unknown-8x22-unknown-instruct-false,0.65,0.65,0.65,0.65,0.65
mixtral 8x7b (base),mixtral-unknown-unknown-unknown-unknown-8x7-unknown-unknown-false,,,,,0.54
pygmalion: mythalion 13b,mythalion-unknown-unknown-unknown-unknown-13-unknown-unknown-false,,,,,1.125
nvidia nemotron-4 340b instruct,nemotron-unknown-unknown-4-unknown-340-unknown-instruct-false,,4.2,4.2,4.2,4.2
noromaid 20b,noromaid-unknown-unknown-unknown-unknown-20-unknown-unknown-false,,,,,2.25
openai: o1-mini (2024-09-12),o1-mini-unknown-unknown-20240912-unknown-unknown-unknown-false,,,,12.0,12.0
openai: o1-mini,o1-mini-unknown-unknown-unknown-unknown-unknown-unknown-false,,,,12.0,12.0
openai: o1-preview (2024-09-12),o1-preview-unknown-unknown-20240912-unknown-unknown-unknown-false,,,,,60.0
openai: o1-preview,o1-preview-unknown-unknown-unknown-unknown-unknown-unknown-false,,,,60.0,60.0
olmo 7b instruct,olmo-unknown-unknown-unknown-unknown-7-unknown-instruct-false,0.18,0.18,0.18,0.18,0.18
openchat 3.6 8b,openchat-unknown-unknown-3.6-unknown-8-unknown-unknown-false,0.08,0.064,0.064,0.064,0.064
openhermes 2.5 mistral 7b,openhermes-mistral-unknown-2.5-unknown-7-unknown-unknown-false,,,,,0.17
google: palm 2 code chat 32k,palm-unknown-chat-2-unknown-unknown-32-code-false,,,,,2.0
google: palm 2 chat 32k,palm-unknown-unknown-2-unknown-unknown-32-chat-false,,,,,2.0
phi-3 medium 128k instruct (free),phi-medium-unknown-3-unknown-unknown-128-instruct-false,,,,,0.0
phi-3 mini 128k instruct,phi-mini-unknown-3-unknown-unknown-128-instruct-false,,,,,0.1
phi-3.5 mini 128k instruct,phi-mini-unknown-3.5-unknown-unknown-128-instruct-false,,,,,0.1
mistral: pixtral 12b,pixtral-unknown-unknown-unknown-12-unknown-unknown-false,,,,0.1,0.1
mistral: pixtral 12b,pixtral-unknown-unknown-unknown-unknown-12-unknown-unknown-false,,,,,0.1
qwen2.5 7b instruct,qwen-instruct-unknown-2.5-unknown-7-unknown-instruct-false,,,,,0.27
qwen 1.5 110b chat,qwen-unknown-unknown-1.5-unknown-110-unknown-chat-false,1.62,1.62,1.62,1.62,1.62
qwen 1.5 14b chat,qwen-unknown-unknown-1.5-unknown-14-unknown-chat-false,0.27,0.27,0.27,0.27,0.27
qwen 1.5 32b chat,qwen-unknown-unknown-1.5-unknown-32-unknown-chat-false,0.75,0.75,0.75,0.75,0.75
qwen 1.5 4b chat,qwen-unknown-unknown-1.5-unknown-4-unknown-chat-false,0.09,0.09,0.09,0.09,0.09
qwen 1.5 7b chat,qwen-unknown-unknown-1.5-unknown-7-unknown-chat-false,0.18,0.18,0.18,0.18,0.18
qwen 1.5 72b chat,qwen-unknown-unknown-1.5-unknown-72-unknown-chat-false,0.9,0.9,0.9,0.9,0.81
qwen 2 7b instruct,qwen-unknown-unknown-2-unknown-7-unknown-instruct-false,,,,,0.054
qwen 2 72b instruct,qwen-unknown-unknown-2-unknown-72-unknown-instruct-false,0.9,0.77,0.4,0.4,0.4
qwen2.5 72b instruct,qwen-unknown-unknown-2.5-unknown-72-unknown-instruct-false,,,,0.4,0.4
qwen2-vl 7b instruct,qwen-vl-unknown-2-unknown-7-unknown-instruct-false,,,,0.1,0.1
qwen2-vl 72b instruct,qwen-vl-unknown-2-unknown-72-unknown-instruct-false,,,,0.4,0.4
rocinante 12b,rocinante-unknown-unknown-unknown-12-unknown-unknown-false,,,,,0.5
snowflake: arctic instruct,snowflake-arctic-unknown-unknown-unknown-unknown-unknown-instruct-false,2.16,2.16,2.16,2.16,2.16
starcoder2 15b instruct,starcoder2-unknown-unknown-unknown-15-unknown-unknown-instruct-false,0.15,0.3,0.3,0.3,0.3
toppy m 7b (nitro),toppy-m-nitro-unknown-unknown-7-unknown-unknown-false,,,,,0.07
mancer: weaver (alpha),weaver-alpha-unknown-unknown-unknown-unknown-unknown-unknown-false,,,,,2.25
xwin 70b,xwin-unknown-unknown-unknown-unknown-70-unknown-unknown-false,,,,,3.75
yi large,yi-large-unknown-unknown-unknown-unknown-unknown-unknown-false,,3.0,3.0,3.0,3.0
hugging face: zephyr 7b (free),zephyr-unknown-unknown-unknown-unknown-7-unknown-unknown-false,,,,,0.0
