name,id_name
midjourney version 2,midjourney-unknown-unknown-2-unknown-unknown-false-unknown-false
midjourney version 3,midjourney-unknown-unknown-3-unknown-unknown-false-unknown-false
midjourney version 4,midjourney-unknown-unknown-4-unknown-unknown-false-unknown-false
midjourney version 5,midjourney-unknown-unknown-5-unknown-unknown-false-unknown-false
midjourney version 5.0,midjourney-unknown-unknown-5-unknown-unknown-false-unknown-false
midjourney version 5.1,midjourney-unknown-unknown-5.1-unknown-unknown-false-unknown-false
midjourney version 5.2,midjourney-unknown-unknown-5.2-unknown-unknown-false-unknown-false
midjourney version 6,midjourney-unknown-unknown-6-unknown-unknown-false-unknown-false
midjourney version 6.1,midjourney-unknown-unknown-6.1-unknown-unknown-false-unknown-false
open dalle (50 steps),opendalle-unknown-unknown-1-unknown-50-false-unknown-false
openai dall e,dalle-unknown-unknown-1-unknown-unknown-false-unknown-false
openai dall·e 2 256,dalle-unknown-unknown-2-256x256-unknown-false-unknown-false
openai dall·e 2 512,dalle-unknown-unknown-2-512x512-unknown-false-unknown-false
openai dall·e 3 (100 steps 1024x1024),dalle-unknown-unknown-3-1024x1024-100-false-unknown-false
openai dall·e 3 (100 steps 512x512),dalle-unknown-unknown-3-512x512-100-false-unknown-false
openai dall·e 3 (25 steps 1024x1024),dalle-unknown-unknown-3-1024x1024-25-false-unknown-false
openai dall·e 3 (25 steps 512x512),dalle-unknown-unknown-3-512x512-25-false-unknown-false
openai dall·e 3 (50 steps 1024x1024),dalle-unknown-unknown-3-1024x1024-50-false-unknown-false
openai dall·e 3 (50 steps 512x512),dalle-unknown-unknown-3-512x512-50-false-unknown-false
openai dall·e 3 (75 steps 1024x1024),dalle-unknown-unknown-3-1024x1024-75-false-unknown-false
openai dall·e 3 (75 steps 512x512),dalle-unknown-unknown-3-512x512-75-false-unknown-false
openai dall·e 3 1024,dalle-unknown-unknown-3-1024x1024-unknown-false-unknown-false
openjourney v4,openjourney-unknown-unknown-4-unknown-unknown-false-unknown-false
openjourney v4 (100 steps 1024x1024),openjourney-unknown-unknown-4-1024x1024-100-false-unknown-false
openjourney v4 (100 steps 512x512),openjourney-unknown-unknown-4-512x512-100-false-unknown-false
openjourney v4 (25 steps 1024x1024),openjourney-unknown-unknown-4-1024x1024-25-false-unknown-false
openjourney v4 (25 steps 512x512),openjourney-unknown-unknown-4-512x512-25-false-unknown-false
openjourney v4 (50 steps 1024x1024),openjourney-unknown-unknown-4-1024x1024-50-false-unknown-false
openjourney v4 (50 steps 512x512),openjourney-unknown-unknown-4-512x512-50-false-unknown-false
openjourney v4 (75 steps 1024x1024),openjourney-unknown-unknown-4-1024x1024-75-false-unknown-false
openjourney v4 (75 steps 512x512),openjourney-unknown-unknown-4-512x512-75-false-unknown-false
openjourney v4 1024,openjourney-unknown-unknown-4-1024x1024-unknown-false-unknown-false
openjourney v4 512,openjourney-unknown-unknown-4-512x512-unknown-false-unknown-false
photomaker v2,photomaker-unknown-unknown-2-unknown-unknown-false-unknown-false
playground v2 1024 30 steps,playground-unknown-unknown-2-1024x1024-30-false-unknown-false
playground v2.5 1024 30 steps,playground-unknown-unknown-2.5-1024x1024-30-false-unknown-false
realistic vision 3.0,realisticvision-unknown-unknown-3-unknown-unknown-false-unknown-false
realistic vision 3.0 (100 steps 1024x1024),realisticvision-unknown-unknown-3-1024x1024-100-false-unknown-false
realistic vision 3.0 (100 steps 512x512),realisticvision-unknown-unknown-3-512x512-100-false-unknown-false
realistic vision 3.0 (25 steps 1024x1024),realisticvision-unknown-unknown-3-1024x1024-25-false-unknown-false
realistic vision 3.0 (25 steps 512x512),realisticvision-unknown-unknown-3-512x512-25-false-unknown-false
realistic vision 3.0 (50 steps 1024x1024),realisticvision-unknown-unknown-3-1024x1024-50-false-unknown-false
realistic vision 3.0 (50 steps 512x512),realisticvision-unknown-unknown-3-512x512-50-false-unknown-false
realistic vision 3.0 (75 steps 1024x1024),realisticvision-unknown-unknown-3-1024x1024-75-false-unknown-false
realistic vision 3.0 (75 steps 512x512),realisticvision-unknown-unknown-3-512x512-75-false-unknown-false
realistic vision 3.0 1024,realisticvision-unknown-unknown-3-1024x1024-unknown-false-unknown-false
realistic vision 3.0 512,realisticvision-unknown-unknown-3-512x512-unknown-false-unknown-false
sd 1.5 (40 steps 1024x1024 dpm_2 sampler),stablediffusion-unknown-unknown-1.5-1024x1024-40-false-unknown-false
sd 1.5 (40 steps 512x512 ddim sampler),stablediffusion-unknown-unknown-1.5-512x512-40-false-unknown-false
sd 1.5 (60 steps 1024x1024 ddim sampler),stablediffusion-unknown-unknown-1.5-1024x1024-60-false-unknown-false
sd 1.5 text to image,stablediffusion-unknown-unknown-1.5-unknown-unknown-false-unknown-false
sd 1.6 512,stablediffusion-unknown-unknown-1.6-512x512-unknown-false-unknown-false
sd 1.6 hd 512,stablediffusion-unknown-unknown-1.6-512x512-unknown-true-unknown-false
sd1.5 (50 steps 1024x1024),stablediffusion-unknown-unknown-1.5-1024x1024-50-false-unknown-false
sd1.5 controlnet (50 steps 1024x1024),stablediffusion-controlnet-unknown-1.5-1024x1024-50-false-unknown-false
sd1.5 fine tuned (50 steps),stablediffusion-unknown-unknown-1.5-unknown-50-false-unknown-true
sd2 (50 steps 1024x1024),stablediffusion-unknown-unknown-2-1024x1024-50-false-unknown-false
sd3,stablediffusion-unknown-unknown-3-unknown-unknown-false-unknown-false
sd3 (30 steps),stablediffusion-unknown-unknown-3-unknown-30-false-unknown-false
sd3 large,stablediffusion-large-unknown-3-unknown-unknown-false-unknown-false
sd3 text to image,stablediffusion-unknown-unknown-3-unknown-unknown-false-unknown-false
sd3 turbo,stablediffusion-unknown-turbo-3-unknown-unknown-false-unknown-false
sdxl (1024x1024 50 steps),stablediffusion-xl-unknown-1-1024x1024-50-false-unknown-false
sdxl (30 steps 1024x1024 ddim sampler),stablediffusion-xl-unknown-1-1024x1024-30-false-ddim-false
sdxl (40 steps 1024x1024 ddim sampler),stablediffusion-xl-unknown-1-1024x1024-40-false-ddim-false
sdxl (40 steps 1024x1024 dpm_2_ancestral sampler),stablediffusion-xl-unknown-1-1024x1024-40-false-dpm2-false
sdxl (512x512 50 steps),stablediffusion-xl-unknown-1-512x512-50-false-unknown-false
sdxl (768x768 50 steps),stablediffusion-xl-unknown-1-768x768-50-false-unknown-false
sdxl 0.8 512,stablediffusion-xl-unknown-0.8-512x512-unknown-false-unknown-false
sdxl 0.8 512 hd,stablediffusion-xl-unknown-0.8-512x512-unknown-true-unknown-false
sdxl 0.8 > 512,stablediffusion-xl-unknown-0.8-1024x1024-unknown-false-unknown-false
sdxl 0.8 > 512 hd,stablediffusion-xl-unknown-0.8-1024x1024-unknown-true-unknown-false
sdxl 1.0 1024,stablediffusion-xl-unknown-1-1024x1024-unknown-false-unknown-false
sdxl 1.0 1024 hd,stablediffusion-xl-unknown-1-1024x1024-unknown-true-unknown-false
sdxl 1.0 hd 1024,stablediffusion-xl-unknown-1-1024x1024-unknown-true-unknown-false
sdxl controlnet (50 steps 1024x1024),stablediffusion-xl-controlnet-unknown-1024x1024-50-false-unknown-false
sdxl lightning,stablediffusion-xl-lightning-unknown-unknown-unknown-false-unknown-false
sdxl lightning 4 steps,stablediffusion-xl-lightning-unknown-unknown-4-false-unknown-false
sdxl text to image,stablediffusion-xl-unknown-unknown-unknown-unknown-false-unknown-false
sdxl turbo (50 steps 1024x1024),stablediffusion-xl-turbo-unknown-1024x1024-50-false-unknown-false
sdxl with custom asset (fine tuned) (60 steps 1024x1024 ddim sampler),stablediffusion-xl-unknown-unknown-1024x1024-60-false-unknown-true
sdxl with custom asset (fine tuned) (60 steps 1024x1024 dpm_2 sampler),stablediffusion-xl-unknown-unknown-1024x1024-60-false-unknown-true
sdxl with defaults 20 steps,stablediffusion-xl-unknown-unknown-unknown-20-false-unknown-false
sdxl with lcm lora (fine tuned) (4 steps 1024x1024 lcm sampler),stablediffusion-xl-lcm-unknown-1024x1024-4-false-unknown-true
sdxl1.0 base (50 steps 1024x1024),stablediffusion-xl-base-1-1024x1024-50-false-unknown-false
segmind stable diffusion 1b (ssd 1b) 30 steps,stablediffusion-segmind-1b-1-1024x1024-30-false-unknown-false
ssd (50 steps 1024x1024),ssd-unknown-unknown-1-1024x1024-50-false-unknown-false
stability ai/stable diffusion 3,stablediffusion-unknown-unknown-3-unknown-unknown-false-unknown-false
stabilityai stable diffusion xl,stablediffusion-xl-unknown-unknown-unknown-unknown-false-unknown-false
stable diffusion 1.5,stablediffusion-unknown-unknown-1.5-unknown-unknown-false-unknown-false
stable diffusion 1.5 (100 steps 1024x1024),stablediffusion-unknown-unknown-1.5-1024x1024-100-false-unknown-false
stable diffusion 1.5 (100 steps 512x512),stablediffusion-unknown-unknown-1.5-512x512-100-false-unknown-false
stable diffusion 1.5 (25 steps 1024x1024),stablediffusion-unknown-unknown-1.5-1024x1024-25-false-unknown-false
stable diffusion 1.5 (25 steps 512x512),stablediffusion-unknown-unknown-1.5-512x512-25-false-unknown-false
stable diffusion 1.5 (50 steps 1024x1024),stablediffusion-unknown-unknown-1.5-1024x1024-50-false-unknown-false
stable diffusion 1.5 (50 steps 512x512),stablediffusion-unknown-unknown-1.5-512x512-50-false-unknown-false
stable diffusion 1.5 (75 steps 1024x1024),stablediffusion-unknown-unknown-1.5-1024x1024-75-false-unknown-false
stable diffusion 1.5 (75 steps 512x512),stablediffusion-unknown-unknown-1.5-512x512-75-false-unknown-false
stable diffusion 1.5 1024,stablediffusion-unknown-unknown-1.5-1024x1024-unknown-false-unknown-false
stable diffusion 1.5 512,stablediffusion-unknown-unknown-1.5-512x512-unknown-false-unknown-false
stable diffusion 2.1,stablediffusion-unknown-unknown-2.1-unknown-unknown-false-unknown-false
stable diffusion 2.1 (100 steps 1024x1024),stablediffusion-unknown-unknown-2.1-1024x1024-100-false-unknown-false
stable diffusion 2.1 (100 steps 512x512),stablediffusion-unknown-unknown-2.1-512x512-100-false-unknown-false
stable diffusion 2.1 (25 steps 1024x1024),stablediffusion-unknown-unknown-2.1-1024x1024-25-false-unknown-false
stable diffusion 2.1 (25 steps 512x512),stablediffusion-unknown-unknown-2.1-512x512-25-false-unknown-false
stable diffusion 2.1 (50 steps 1024x1024),stablediffusion-unknown-unknown-2.1-1024x1024-50-false-unknown-false
stable diffusion 2.1 (50 steps 512x512),stablediffusion-unknown-unknown-2.1-512x512-50-false-unknown-false
stable diffusion 2.1 (75 steps 1024x1024),stablediffusion-unknown-unknown-2.1-1024x1024-75-false-unknown-false
stable diffusion 2.1 (75 steps 512x512),stablediffusion-unknown-unknown-2.1-512x512-75-false-unknown-false
stable diffusion 2.1 1024,stablediffusion-unknown-unknown-2.1-1024x1024-unknown-false-unknown-false
stable diffusion 2.1 512,stablediffusion-unknown-unknown-2.1-512x512-unknown-false-unknown-false
stable diffusion 3 (100 steps 1024x1024),stablediffusion-unknown-unknown-3-1024x1024-100-false-unknown-false
stable diffusion 3 (100 steps 512x512),stablediffusion-unknown-unknown-3-512x512-100-false-unknown-false
stable diffusion 3 (25 steps 1024x1024),stablediffusion-unknown-unknown-3-1024x1024-25-false-unknown-false
stable diffusion 3 (25 steps 512x512),stablediffusion-unknown-unknown-3-512x512-25-false-unknown-false
stable diffusion 3 (50 steps 1024x1024),stablediffusion-unknown-unknown-3-1024x1024-50-false-unknown-false
stable diffusion 3 (50 steps 512x512),stablediffusion-unknown-unknown-3-512x512-50-false-unknown-false
stable diffusion 3 (75 steps 1024x1024),stablediffusion-unknown-unknown-3-1024x1024-75-false-unknown-false
stable diffusion 3 (75 steps 512x512),stablediffusion-unknown-unknown-3-512x512-75-false-unknown-false
stable diffusion 3 1024,stablediffusion-unknown-unknown-3-1024x1024-unknown-false-unknown-false
stable diffusion 3 large,stablediffusion-large-unknown-3-unknown-unknown-false-unknown-false
stable diffusion 3 large turbo,stablediffusion-large-turbo-3-unknown-unknown-false-unknown-false
stable diffusion 3 medium,stablediffusion-medium-unknown-3-unknown-unknown-false-unknown-false
stable diffusion 3 medium text to image,stablediffusion-medium-unknown-3-unknown-unknown-false-unknown-false
stable diffusion 3 turbo,stablediffusion-unknown-turbo-3-unknown-unknown-false-unknown-false
stable diffusion 3.5 large,stablediffusion-large-unknown-3.5-unknown-unknown-false-unknown-false
stable diffusion 3.5 large 1024,stablediffusion-large-unknown-3.5-1024x1024-unknown-false-unknown-false
stable diffusion 3.5 large turbo,stablediffusion-large-turbo-3.5-unknown-unknown-false-unknown-false
stable diffusion xl (50 steps),stablediffusion-xl-unknown-1-unknown-50-false-unknown-false
stable diffusion xl 1.0 (100 steps 1024x1024),stablediffusion-xl-unknown-1-1024x1024-100-false-unknown-false
stable diffusion xl 1.0 (100 steps 512x512),stablediffusion-xl-unknown-1-512x512-100-false-unknown-false
stable diffusion xl 1.0 (25 steps 1024x1024),stablediffusion-xl-unknown-1-1024x1024-25-false-unknown-false
stable diffusion xl 1.0 (25 steps 512x512),stablediffusion-xl-unknown-1-512x512-25-false-unknown-false
stable diffusion xl 1.0 (50 steps 1024x1024),stablediffusion-xl-unknown-1-1024x1024-50-false-unknown-false
stable diffusion xl 1.0 (50 steps 512x512),stablediffusion-xl-unknown-1-512x512-50-false-unknown-false
stable diffusion xl 1.0 (75 steps 1024x1024),stablediffusion-xl-unknown-1-1024x1024-75-false-unknown-false
stable diffusion xl 1.0 (75 steps 512x512),stablediffusion-xl-unknown-1-512x512-75-false-unknown-false
stable diffusion xl 1.0 1024,stablediffusion-xl-unknown-1-1024x1024-unknown-false-unknown-false
stable diffusion xl 1.0 512,stablediffusion-xl-unknown-1-512x512-unknown-false-unknown-false
stable diffusion xl 30 steps,stablediffusion-xl-unknown-1-unknown-30-false-unknown-false
stable diffusion xl base 1.0 (50 steps 1024x1024),stablediffusion-xl-base-1-1024x1024-50-false-unknown-false
stable diffusion xl base 1.0 (50 steps 2048x2048),stablediffusion-xl-base-1-2048x2048-50-false-unknown-false
stable diffusion xl base 1.0 (50 steps 512x512),stablediffusion-xl-base-1-512x512-50-false-unknown-false
stable diffusion xl lightning (50 steps 1024x1024),stablediffusion-xl-lightning-1-1024x1024-50-false-unknown-false
stable diffusion xl lightning (50 steps 2048x2048),stablediffusion-xl-lightning-1-2048x2048-50-false-unknown-false
stable diffusion xl lightning (50 steps 512x512),stablediffusion-xl-lightning-1-512x512-50-false-unknown-false
stable image core,stableimage-core-unknown-1-unknown-unknown-false-unknown-false
stable image ultra,stableimage-ultra-unknown-1-unknown-unknown-false-unknown-false
ultra,ultra-unknown-unknown-1-unknown-unknown-false-unknown-false
flux 1.1 [pro],flux-pro-unknown-1.1-unknown-unknown-false-unknown-false
flux 1.1 [pro] ultra,flux-pro-ultra-1.1-unknown-unknown-false-unknown-false
flux.1 [dev],flux-dev-unknown-1-unknown-unknown-false-unknown-false
amazon titan image generator v1 512,amazontitan-unknown-unknown-1-512x512-unknown-false-unknown-false
amazon titan image generator v1 512 hd,amazontitan-unknown-unknown-1-512x512-unknown-true-unknown-false
amazon titan image generator v2 1024,amazontitan-unknown-unknown-2-1024x1024-unknown-false-unknown-false
amazon titan image generator v2 1024 hd,amazontitan-unknown-unknown-2-1024x1024-unknown-true-unknown-false
amazon titan image generator v2 512,amazontitan-unknown-unknown-2-512x512-unknown-false-unknown-false
amazon titan image generator v2 512 hd,amazontitan-unknown-unknown-2-512x512-unknown-true-unknown-false
stable diffusion 1.5 30 steps 512 pixels,stablediffusion-unknown-unknown-1.5-512x512-30-false-unknown-false
stable diffusion 1.5 hd 30 steps 1024 pixels,stablediffusion-unknown-unknown-1.5-1024x1024-30-false-unknown-true
stable diffusion 1.6 30 steps 512 pixels,stablediffusion-unknown-unknown-1.6-512x512-30-false-unknown-false
stable diffusion 1.6 hd 30 steps 1024 pixels,stablediffusion-unknown-unknown-1.6-1024x1024-30-false-unknown-true
stable diffusion 2.1 30 steps 512 pixels,stablediffusion-unknown-unknown-2.1-512x512-30-false-unknown-false
stable diffusion 2.1 hd 30 steps 1024 pixels,stablediffusion-unknown-unknown-2.1-1024x1024-30-false-unknown-true
stable diffusion 3 & 3.5 large,stablediffusion-large-unknown-3-unknown-unknown-false-unknown-false
stable diffusion 3 & 3.5 large turbo,stablediffusion-large-turbo-3-unknown-unknown-false-unknown-false
stable diffusion 3 & 3.5 medium,stablediffusion-medium-unknown-3-unknown-unknown-false-unknown-false
stable diffusion x4 latent upscaler 512 pixels,stablediffusion-unknown-unknown-unknown-512x512-unknown-false-unknown-false
stable diffusion xl 0.8 30 steps 512 pixels,stablediffusion-xl-unknown-0.8-512x512-30-false-unknown-false
stable diffusion xl 0.9 30 steps 1024 pixels,stablediffusion-xl-unknown-0.9-1024x1024-30-false-unknown-false
stable diffusion xl 1.0 1024 30 steps,stablediffusion-xl-unknown-1-1024x1024-30-false-unknown-false
stable diffusion xl 1.0 30 steps 1024 pixels,stablediffusion-xl-unknown-1-1024x1024-30-false-unknown-false
dall·e 2 (1024x1024),dalle-unknown-unknown-2-1024x1024-unknown-false-unknown-false
dall·e 2 (256x256),dalle-unknown-unknown-2-256x256-unknown-false-unknown-false
dall·e 2 (512x512),dalle-unknown-unknown-2-512x512-unknown-false-unknown-false
dall·e 2 1024,dalle-unknown-unknown-2-1024x1024-unknown-false-unknown-false
dall·e 2 256,dalle-unknown-unknown-2-256x256-unknown-false-unknown-false
dall·e 2 512,dalle-unknown-unknown-2-512x512-unknown-false-unknown-false
dall·e 3 1024,dalle-unknown-unknown-3-1024x1024-unknown-false-unknown-false
dall·e 3 1024 hd,dalle-unknown-unknown-3-1024x1024-unknown-true-unknown-false
dall·e 3 1792,dalle-unknown-unknown-3-1792x1792-unknown-false-unknown-false
dall·e 3 1792 hd,dalle-unknown-unknown-3-1792x1792-unknown-true-unknown-false
