name,id_name
anthropic claude instant,claude-instant-unknown-unknown-unknown-unknown-unknown-unknown-false
anthropic claude v1,claude-unknown-unknown-1-unknown-unknown-unknown-unknown-false
anthropic claude v2,claude-unknown-unknown-2-unknown-unknown-unknown-unknown-false
anthropic: claude instant v1.1,claude-instant-unknown-1.1-unknown-unknown-unknown-unknown-false
anthropic: claude v2,claude-unknown-unknown-2-unknown-unknown-unknown-unknown-false
anthropic: claude v2 (self moderated),claude-unknown-moderated-2-unknown-unknown-unknown-unknown-false
anthropic: claude v2.1,claude-unknown-unknown-2.1-unknown-unknown-unknown-unknown-false
anthropic: claude v2.1 (self moderated),claude-unknown-moderated-2.1-unknown-unknown-unknown-unknown-false
babbage,babbage-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false
babbage (fine tuning),babbage-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false
babbage 002,babbage-unknown-unknown-unknown-2-unknown-unknown-unknown-false
babbage 002 (base),babbage-base-unknown-unknown-2-unknown-unknown-unknown-false
babbage 002 (fine tuned),babbage-unknown-unknown-unknown-2-unknown-unknown-unknown-true
babbage 002 (fine tuning),babbage-unknown-unknown-unknown-2-unknown-unknown-unknown-true
babbage 002 finetuned,babbage-unknown-unknown-unknown-2-unknown-unknown-unknown-true
baichuan npc lite,baichuan-npc-lite-unknown-unknown-unknown-unknown-unknown-false
baichuan npc turbo,baichuan-npc-turbo-unknown-unknown-unknown-unknown-unknown-false
baichuan2 53b,baichuan-unknown-unknown-2-unknown-53-unknown-unknown-false
baichuan2 turbo,baichuan-unknown-turbo-2-unknown-unknown-unknown-unknown-false
baichuan2 turbo 192k,baichuan-unknown-turbo-2-unknown-unknown-192-unknown-false
baichuan3 turbo,baichuan-unknown-turbo-3-unknown-unknown-unknown-unknown-false
baichuan3 turbo 128k,baichuan-unknown-turbo-3-unknown-unknown-128-unknown-false
baichuan4,baichuan-unknown-unknown-4-unknown-unknown-unknown-unknown-false
base control,base-control-unknown-unknown-unknown-unknown-unknown-unknown-false
bge l,bge-large-unknown-unknown-unknown-unknown-unknown-unknown-false
bge large,bge-large-unknown-unknown-unknown-unknown-unknown-unknown-false
capybara 34b,capybara-unknown-unknown-unknown-unknown-34-unknown-unknown-false
carson ml318br,ml318br-unknown-carson-unknown-unknown-unknown-unknown-unknown-false
characterglm,characterglm-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false
charglm 3,charglm-unknown-unknown-3-unknown-unknown-unknown-unknown-false
chat gpt 3.5 turbo,gpt-turbo-unknown-3.5-unknown-unknown-unknown-chat-false
chat gpt 3.5 turbo 0125,gpt-turbo-unknown-3.5-0125-unknown-unknown-chat-false
chat gpt 3.5 turbo 1106,gpt-turbo-unknown-3.5-1106-unknown-unknown-chat-false
chat gpt 3.5 turbo instruct,gpt-turbo-unknown-3.5-unknown-unknown-unknown-instruct-false
chat gpt 4,gpt-unknown-unknown-4-unknown-unknown-unknown-chat-false
chat gpt 4 32k,gpt-unknown-unknown-4-unknown-unknown-32-chat-false
chat gpt 4 turbo,gpt-unknown-turbo-4-unknown-unknown-unknown-chat-false
chat gpt 4o,gpt-4o-unknown-unknown-unknown-unknown-unknown-chat-false
chat gpt 4o mini,gpt-mini-unknown-4o-unknown-unknown-unknown-unknown-unknown-false
chatcompletion,chatcompletion-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false
chatcompletion pro,chatcompletion-pro-unknown-unknown-unknown-unknown-unknown-unknown-false
chatcompletion v2,chatcompletion-unknown-unknown-2-unknown-unknown-unknown-unknown-false
chatglm 12b,chatglm-unknown-unknown-unknown-unknown-12-unknown-unknown-false
chatglm 130b,chatglm-unknown-unknown-unknown-unknown-130-unknown-unknown-false
chatglm 32b,chatglm-unknown-unknown-unknown-unknown-32-unknown-unknown-false
chatglm 66b,chatglm-unknown-unknown-unknown-unknown-66-unknown-unknown-false
chatglm turbo,chatglm-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false
chatglm_turbo,chatglm-unknown-turbo-unknown-unknown-unknown-unknown-unknown-false
chatgpt (gpt 3.5 turbo),chatgpt-unknown-turbo-3.5-unknown-unknown-unknown-unknown-false
chronos hermes (13b),chronos-hermes-unknown-unknown-unknown-13-unknown-unknown-false
chronos hermes 13b v2,hermes-unknown-unknown-2-unknown-13-unknown-unknown-false
claude 2.0,claude-unknown-unknown-2-unknown-unknown-unknown-unknown-false
claude 2.0/2.1,claude-unknown-unknown-2.1-unknown-unknown-unknown-unknown-false
claude 2.1,claude-unknown-unknown-2.1-unknown-unknown-unknown-unknown-false
claude 3 haiku,claude-haiku-unknown-3-unknown-unknown-unknown-unknown-false
claude 3 opus,claude-opus-unknown-3-unknown-unknown-unknown-unknown-false
claude 3 sonnet,claude-sonnet-unknown-3-unknown-unknown-unknown-unknown-false
claude 3.5 sonnet,claude-sonnet-unknown-3.5-unknown-unknown-unknown-unknown-false
claude instant,claude-instant-unknown-unknown-unknown-unknown-unknown-unknown-false
claude instant 1.2,claude-instant-unknown-1.2-unknown-unknown-unknown-unknown-false
codellama (13b),llama-unknown-unknown-unknown-unknown-13-unknown-code-false
codellama (7b),codellama-unknown-unknown-unknown-unknown-7-unknown-code-false
codellama 13b instruct,codellama-unknown-instruct-unknown-unknown-13-unknown-code-false
codellama 70b instruct,codellama-unknown-instruct-unknown-unknown-70-unknown-code-false
codellama 7b instruct,codellama-unknown-instruct-unknown-unknown-7-unknown-code-false
codellama instruct (13b),codellama-unknown-instruct-unknown-unknown-13-unknown-code-false
codellama instruct (7b),codellama-unknown-instruct-unknown-unknown-7-unknown-code-false
codellama python (13b),codellama-unknown-python-python-unknown-13-unknown-code-false
codellama python (7b),codellama-unknown-python-unknown-unknown-7-unknown-code-false
codestral 22b,codestral-unknown-unknown-unknown-unknown-22-unknown-code-false
codestral finetuned,codestral-unknown-unknown-unknown-unknown-unknown-unknown-unknown-true
cognitivecomputations/dolphin mixtral 8x22b,dolphin-mixtral-unknown-unknown-unknown-8x22-unknown-unknown-false
cohere generate command,command-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false
cohere summarize,unknown-summarize-unknown-unknown-unknown-unknown-unknown-unknown-false
cohere: command r (03 2024),commandr-unknown-unknown-unknown-032024-unknown-unknown-unknown-false
cohere: command r (08 2024),commandr-unknown-unknown-unknown-082024-unknown-unknown-unknown-false
cohere: command r+ (04 2024),commandr-plus-unknown-unknown-042024-unknown-unknown-unknown-false
cohere: command r+ (08 2024),commandr-plus-unknown-unknown-082024-unknown-unknown-unknown-false
command,command-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false
command light,command-light-unknown-unknown-unknown-unknown-unknown-unknown-false
command r,commandr-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false
command r 08 2024,commandr-unknown-unknown-unknown-082024-unknown-unknown-unknown-false
command r fine tuned model,commandr-unknown-unknown-unknown-unknown-unknown-unknown-unknown-true
command r+,commandr-plus-unknown-unknown-unknown-unknown-unknown-unknown-false
command r+ 08 2024,commandr-plus-unknown-unknown-082024-unknown-unknown-unknown-false
curie,curie-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false
curie (fine tuning),curie-unknown-unknown-unknown-unknown-unknown-unknown-unknown-true
custom,cohere-custom-unknown-unknown-unknown-unknown-unknown-unknown-true
davinci,davinci-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false
davinci (fine tuning),davinci-unknown-unknown-unknown-unknown-unknown-unknown-unknown-true
davinci 002,davinci-unknown-unknown-unknown-2-unknown-unknown-unknown-false
davinci 002 (base),davinci-base-unknown-unknown-2-unknown-unknown-unknown-false
davinci 002 (fine tuned),davinci-unknown-unknown-2-unknown-unknown-unknown-unknown-false
davinci 002 (fine tuning),davinci-unknown-unknown-unknown-2-unknown-unknown-unknown-true
davinci 002 finetuned,davinci-unknown-unknown-unknown-2-unknown-unknown-unknown-true
dbrx,dbrx-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false
dbrx instruct,dbrx-unknown-unknown-unknown-unknown-unknown-unknown-instruct-false
deepseek chat,deepseek-unknown-unknown-unknown-unknown-unknown-unknown-chat-false
deepseek coder,deepseek-coder-unknown-unknown-unknown-unknown-unknown-unknown-false
deepseek coder 6.7b base awq,deepseek-coder-awq-unknown-unknown-6.7-unknown-base-false
deepseek coder 6.7b instruct awq,deepseek-coder-awq-unknown-unknown-6.7-unknown-instruct-false
deepseek llm 67b chat,deepseek-unknown-unknown-unknown-unknown-67-unknown-chat-false
deepseek llm chat (67b),deepseek-unknown-unknown-unknown-unknown-67-unknown-chat-false
deepseek math 7b instruct,deepseek-math-unknown-unknown-unknown-7-unknown-instruct-false
deepseek v2 chat,deepseek-unknown-unknown-2-unknown-unknown-unknown-chat-false
deepseek v2 lite chat,deepseek-unknown-lite-2-unknown-unknown-unknown-chat-false
deepseek v2.5,deepseek-unknown-unknown-2.5-unknown-unknown-unknown-unknown-false
deepseek v2.5 (bf16),deepseek-unknown-unknown-2.5-unknown-unknown-unknown-unknown-false
default,cohere-default-unknown-unknown-unknown-unknown-unknown-unknown-false
default model,cohere-default-unknown-unknown-unknown-unknown-unknown-unknown-false
discolm german 7b v1 awq,discolm-german-awq-1-unknown-7-unknown-unknown-false
discolm mixtral 8x7b (46.7b),discolm-mixtral-unknown-unknown-unknown-8x7-unknown-unknown-false
dolly v2 (12b),dolly-unknown-unknown-2-unknown-12-unknown-unknown-false
dolly v2 (3b),dolly-unknown-unknown-2-unknown-3-unknown-unknown-false
dolly v2 (7b),dolly-unknown-unknown-2-unknown-7-unknown-unknown-false
dolly v2 12b,dolly-unknown-unknown-2-unknown-12-unknown-unknown-false
dolphin 2.5 mixtral 8x7b,dolphin-mixtral-unknown-2.5-unknown-8x7-unknown-unknown-false
dolphin 2.6 mixtral 8x7b,dolphin-mixtral-unknown-2.6-unknown-8x7-unknown-unknown-false
dolphin 2.6 mixtral 8x7b 🐬,dolphin-mixtral-unknown-2.6-unknown-8x7-unknown-unknown-false
dolphin 2.9.2 mixtral 8x22b,dolphin-mixtral-unknown-2.9.2-unknown-8x22-unknown-unknown-false
dolphin 2.9.2 mixtral 8x22b 🐬,dolphin-mixtral-unknown-2.9.2-unknown-8x22-unknown-unknown-false
dolphin 2.9.2 qwen2 72b,dolphin-qwen-unknown-2.9.2-unknown-72-unknown-unknown-false
dolphin mixtral 8x7b,dolphin-mixtral-unknown-unknown-unknown-8x7-unknown-unknown-false
eleutherai/pythia 410m,pythia-unknown-unknown-unknown-unknown-0.41-unknown-unknown-false
eleutherai/pythia 70m,pythia-unknown-unknown-unknown-unknown-0.07-unknown-unknown-false
elyza japanese llama 2 7b instruct,elyza-llama-japanese-2-unknown-7-unknown-instruct-false
emohaa,emohaa-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false
eva qwen2.5 14b,eva-qwen-unknown-2.5-unknown-14-unknown-unknown-false
evo 1 8k base,evo-base-unknown-1-unknown-unknown-8-unknown-false
extended control,extended-control-unknown-unknown-unknown-unknown-unknown-unknown-false
falcon (40b),falcon-unknown-unknown-unknown-unknown-40-unknown-unknown-false
falcon (7b),falcon-unknown-unknown-unknown-unknown-7-unknown-unknown-false
falcon 40b instruct,falcon-unknown-unknown-unknown-unknown-40-unknown-instruct-false
falcon 7b instruct,falcon-unknown-unknown-unknown-unknown-7-unknown-instruct-false
falcon instruct (40b),falcon-instruct-unknown-unknown-unknown-40-unknown-unknown-false
falcon instruct (7b),falcon-instruct-unknown-unknown-unknown-7-unknown-unknown-false
fimbulvetr 11b v2,fimbulvetr-unknown-unknown-2-unknown-11-unknown-unknown-false
fine tuned ada,ada-unknown-unknown-unknown-unknown-unknown-unknown-unknown-true
fine tuned babbage,babbage-unknown-unknown-unknown-unknown-unknown-unknown-unknown-true
fine tuned curie,curie-unknown-unknown-unknown-unknown-unknown-unknown-unknown-true
fine tuned davinci,davinci-unknown-unknown-unknown-unknown-unknown-unknown-unknown-true
fine tuned model command r,commandr-unknown-unknown-unknown-unknown-unknown-unknown-true
fine tuning (ada),ada-unknown-unknown-unknown-unknown-unknown-unknown-unknown-true
fine tuning (babbage),babbage-unknown-unknown-unknown-unknown-unknown-unknown-unknown-true
fine tuning (curie),curie-unknown-unknown-unknown-unknown-unknown-unknown-unknown-true
fine tuning (davinci),davinci-unknown-unknown-unknown-unknown-unknown-unknown-unknown-true
firellava 13b,firellava-unknown-unknown-unknown-unknown-13-unknown-unknown-false
flan t5,flan-t5-unknown-unknown-unknown-unknown-unknown-unknown-false
flan t5 xl (3b),flan-t5-xl-unknown-unknown-3-unknown-unknown-false
flan t5 xl 3b,flan-t5-xl-unknown-unknown-3-unknown-unknown-false
flan t5 xxl (11b),flan-t5-xxl-unknown-unknown-11-unknown-unknown-false
flan t5 xxl 11b,flan-t5-xxl-unknown-unknown-11-unknown-unknown-false
flan ul2 20b,flan-ul2-unknown-unknown-unknown-20-unknown-unknown-false
flavor of the week,flavor-week-unknown-unknown-unknown-unknown-unknown-unknown-false
gcp palm 2 text bison,palm-text-bison-2-unknown-unknown-unknown-unknown-false
gemini 1.0 pro,gemini-pro-unknown-1.0-unknown-unknown-unknown-unknown-false
gemini 1.5 flash,gemini-flash-unknown-1.5-unknown-unknown-unknown-unknown-false
gemini 1.5 pro,gemini-pro-unknown-1.5-unknown-unknown-unknown-unknown-false
gemma (2b),gemma-unknown-unknown-unknown-unknown-2-unknown-unknown-false
gemma (7b),gemma-unknown-unknown-unknown-unknown-7-unknown-unknown-false
gemma 2 (9b),gemma-unknown-unknown-2-unknown-9-unknown-unknown-false
gemma 2 27b it,gemma-unknown-it-2-unknown-27-unknown-unknown-false
gemma 2 9b,gemma-unknown-unknown-2-unknown-9-unknown-unknown-false
gemma 2 9b 8k,gemma-unknown-unknown-2-unknown-9-8-unknown-false
gemma 2 instruct (27b),gemma-unknown-unknown-2-unknown-27-unknown-instruct-false
gemma 2 instruct (9b),gemma-instruct-unknown-2-unknown-9-unknown-unknown-false
gemma 2b instruct,gemma-unknown-unknown-unknown-unknown-2-unknown-instruct-false
gemma 2b it lora,gemma-unknown-it-unknown-unknown-2-unknown-unknown-true
gemma 7b,gemma-unknown-unknown-unknown-unknown-7-unknown-unknown-false
gemma 7b 8k instruct,gemma-unknown-unknown-unknown-unknown-7-8-instruct-false
gemma 7b instruct,gemma-unknown-unknown-unknown-unknown-7-unknown-instruct-false
gemma 7b it lora,gemma-unknown-it-unknown-unknown-7-unknown-unknown-true
gemma instruct (2b),gemma-unknown-unknown-unknown-unknown-2-unknown-instruct-false
gemma instruct (7b),gemma-unknown-unknown-unknown-unknown-7-unknown-instruct-false
generate,commandr-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false
generate custom,commandr-custom-unknown-unknown-unknown-unknown-unknown-unknown-true
generate default,command-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false
genomic models,genomic-models-unknown-unknown-unknown-unknown-unknown-unknown-false
genomic models 4.1b 8b,genomic-models-unknown-unknown-unknown-8-unknown-unknown-false
glm 130b,glm-unknown-unknown-unknown-unknown-130-unknown-unknown-false
glm 175b,glm-unknown-unknown-unknown-unknown-175-unknown-unknown-false
glm 3 turbo,glm-unknown-turbo-3-unknown-unknown-unknown-unknown-false
glm 4 0520,glm-unknown-unknown-4-0520-unknown-unknown-unknown-false
glm 4 air,glm-air-unknown-4-unknown-unknown-unknown-unknown-false
glm 4 airx,glm-airx-unknown-4-unknown-unknown-unknown-unknown-false
glm 4 alltools,glm-alltools-unknown-4-unknown-unknown-unknown-unknown-false
glm 4 flash,glm-flash-unknown-4-unknown-unknown-unknown-unknown-false
glm 4 flashx,glm-flashx-unknown-4-unknown-unknown-unknown-unknown-false
glm 4 long,glm-long-unknown-4-unknown-unknown-unknown-unknown-false
glm 4 plus,glm-plus-unknown-4-unknown-unknown-unknown-unknown-false
glm 6b,glm-unknown-unknown-unknown-unknown-6-unknown-unknown-false
goliath 120b,goliath-unknown-unknown-unknown-unknown-120-unknown-unknown-false
google/gemma 2 9b it,gemma-unknown-it-2-unknown-9-unknown-unknown-false
google: gemini 1.5 flash 8b,gemini-flash-unknown-1.5-unknown-8-unknown-unknown-false
google: gemini flash 8b 1.5 experimental,gemini-flash-exp-1.5-unknown-8-unknown-unknown-false
google: gemma 2 27b,gemma-unknown-unknown-2-unknown-27-unknown-unknown-false
google: gemma 2 9b,gemma-unknown-unknown-2-unknown-9-unknown-unknown-false
google: gemma 2 9b (free),gemma-unknown-unknown-2-unknown-9-unknown-unknown-false
google: palm 2 chat 32k,palm-unknown-unknown-2-unknown-unknown-32-chat-false
google: palm 2 code chat 32k,palm-unknown-chat-2-unknown-unknown-32-code-false
gpr 4 turbo,gpr-unknown-turbo-4-unknown-unknown-unknown-unknown-false
gpt 3.5 turbo,gpt-unknown-turbo-3.5-unknown-unknown-unknown-unknown-false
gpt 3.5 turbo (16k context),gpt-unknown-turbo-3.5-unknown-unknown-16-unknown-false
gpt 3.5 turbo (16k fine tuned),gpt-unknown-turbo-3.5-unknown-unknown-16-unknown-true
gpt 3.5 turbo (4k context),gpt-unknown-turbo-3.5-unknown-unknown-4-unknown-false
gpt 3.5 turbo (4k fine tuned),gpt-unknown-turbo-3.5-unknown-unknown-4-unknown-true
gpt 3.5 turbo (fine tuned),gpt-unknown-turbo-3.5-unknown-unknown-unknown-unknown-true
gpt 3.5 turbo (fine tuning),gpt-unknown-turbo-3.5-unknown-unknown-unknown-unknown-true
gpt 3.5 turbo 0125,gpt-unknown-turbo-3.5-0125-unknown-unknown-unknown-false
gpt 3.5 turbo 0301,gpt-unknown-turbo-3.5-0301-unknown-unknown-unknown-false
gpt 3.5 turbo 0613,gpt-unknown-turbo-3.5-0613-unknown-unknown-unknown-false
gpt 3.5 turbo 1106,gpt-unknown-turbo-3.5-1106-unknown-unknown-unknown-false
gpt 3.5 turbo 16k 0613,gpt-unknown-turbo-3.5-0613-unknown-16-unknown-false
gpt 3.5 turbo finetuned,gpt-unknown-turbo-3.5-unknown-unknown-unknown-unknown-true
gpt 3.5 turbo instruct,gpt-unknown-turbo-3.5-unknown-unknown-unknown-instruct-false
gpt 4 (32k context),gpt-unknown-unknown-4-unknown-unknown-32-unknown-false
gpt 4 (8k context),gpt-unknown-unknown-4-unknown-unknown-8-unknown-false
gpt 4o 2024 05 13,gpt-4o-unknown-unknown-20240513-unknown-unknown-unknown-false
gpt 4o 2024 08 06,gpt-4o-unknown-unknown-20240806-unknown-unknown-unknown-false
gpt jt moderation (6b),gpt-jt-moderation-unknown-unknown-6-unknown-unknown-false
gpt neox (20b),gpt-neox-unknown-unknown-unknown-20-unknown-unknown-false
gpt neox 20b,gpt-neox-unknown-unknown-unknown-20-unknown-unknown-false
gpt neoxt chat base (20b),gpt-neoxt-base-unknown-unknown-20-unknown-chat-false
gpt neoxt chat base 20b,gpt-neoxt-base-unknown-unknown-20-unknown-chat-false
granite 13b chat,granite-unknown-unknown-unknown-unknown-13-unknown-chat-false
granite 13b instruct,granite-unknown-unknown-unknown-unknown-13-unknown-instruct-false
granite 20b code instruction 8k,granite-code-unknown-unknown-unknown-20-8-instruct-false
granite 20b multilingual,granite-unknown-multilingual-unknown-unknown-20-unknown-unknown-false
granite 3 2b instruct,granite-unknown-unknown-3-unknown-2-unknown-instruct-false
granite 3 8b instruct,granite-unknown-unknown-3-unknown-8-unknown-instruct-false
granite 7b lab,granite-unknown-lab-unknown-unknown-7-unknown-unknown-false
granite 8b code instruction 128k,granite-code-unknown-unknown-unknown-8-128-instruct-false
granite 8b japanese,granite-unknown-japanese-unknown-unknown-8-unknown-unknown-false
granite guardian 3 2b,granite-guardian-unknown-3-unknown-2-unknown-unknown-false
granite guardian 3 8b,granite-guardian-unknown-3-unknown-8-unknown-unknown-false
gryphe mythomax l2 lite (13b),mythomax-unknown-lite-l2-unknown-13-unknown-unknown-false
gryphe/mythomax l2 13b,mythomax-unknown-unknown-l2-unknown-13-unknown-unknown-false
gte,gte-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false
guanaco (13b),guanaco-unknown-unknown-unknown-unknown-13-unknown-unknown-false
guanaco (33b),guanaco-unknown-unknown-unknown-unknown-33-unknown-unknown-false
guanaco (65b),guanaco-unknown-unknown-unknown-unknown-65-unknown-unknown-false
guanaco (7b),guanaco-unknown-unknown-unknown-unknown-7-unknown-unknown-false
hermes 2 pro llama 3,hermes-llama-pro-2-unknown-unknown-unknown-unknown-false
hermes 2 pro mistral 7b,hermes-mistral pro-2-unknown-7-unknown-unknown-false-false
hermes 2 theta llama 3 70b,hermes-llama-theta-2-unknown-70-unknown-unknown-false
hermes 3 70b (bf16),hermes-unknown-bf16-3-unknown-70-unknown-unknown-false
hf internal testing/tiny random gpt2,gpt-random-tiny-2-unknown-unknown-unknown-unknown-false
hugging face: zephyr 7b (free),zephyr-unknown-unknown-unknown-unknown-7-unknown-unknown-false
ibm granite/granite 3.0 2b instruct,granite-unknown-unknown-3-unknown-2-unknown-instruct-false
ibm granite/granite 3.0 8b instruct,granite-unknown-unknown-3-unknown-8-unknown-instruct-false
ibmwatsonxai/granite 20b code instruction 8k,granite-code-unknown-unknown-unknown-20-8-instruct-false
ibmwatsonxai/granite 8b code instruction 128k,granite-code-unknown-unknown-unknown-8-128-instruct-false
inflection: inflection 3 pi,inflection-unknown-pi-3-unknown-unknown-unknown-unknown-false
inflection: inflection 3 productivity,inflection-unknown-productivity-3-unknown-unknown-unknown-unknown-false
instructcodet5 (16b),instructcodet5-unknown-unknown-unknown-unknown-16-unknown-unknown-false
instructgpt (ada),ada-unknown-unknown-unknown-unknown-unknown-unknown-instruct-false
instructgpt (babbage),babbage-unknown-unknown-unknown-unknown-unknown-unknown-false
instructgpt (curie),curie-unknown-unknown-unknown-unknown-unknown-unknown-instruct-false
instructgpt (davinci),davinci-unknownunknown--unknown-unknown-unknown-unknown-instruct-false
jais 13b chat (arabic),jais-arabic-unknown-unknown-unknown-13-unknown-unknown-false
jais 30b chat,jais-unknown-unknown-unknown-unknown-30-unknown-chat-false
jamba 1.5 large,jamba-large-unknown-1.5-unknown-unknown-unknown-unknown-false
jamba 1.5 mini,jamba-mini-unknown-1.5-unknown-unknown-unknown-unknown-false
jamba instruct,jamba-unknown-unknown-unknown-unknown-unknown-unknown-instruct-false
jondurbin/airoboros l2 70b,airoboros-unknown-unknown-l2-unknown-70-unknown-unknown-false
jumbo,jumbo-unknown-unknown-unknown-unknown-unknown-unknown-unknown-false
jumbo (base & instruct),jumbo-unknown-unknown-unknown-unknown-unknown-unknown-instruct-false
jumbo grande,jumbo-grande-unknown-unknown-unknown-unknown-unknown-unknown-false
jumbo grande (base & instruct),jumbo-grande-unknown-unknown-unknown-unknown-unknown-instruct-false
jumbo large,jumbo-large-unknown-unknown-unknown-unknown-unknown-unknown-false
jumbo large (base),jumbo-large-unknown-unknown-unknown-unknown-unknown-base-false
jurassic 2 chat,jurassic-unknown-unknown-2-unknown-unknown-unknown-chat-false
jurassic 2 light,jurassic-light-unknown-2-unknown-unknown-unknown-unknown-false
jurassic 2 mid,jurassic-mid-unknown-2-unknown-unknown-unknown-unknown-false
jurassic 2 ultra,jurassic-ultra-unknown-2-unknown-unknown-unknown-unknown-false
jurassic light,jurassic-light-unknown-unknown-unknown-unknown-unknown-unknown-false
jurassic mid,jurassic-mid-unknown-unknown-unknown-unknown-unknown-unknown-false
jurassic ultra,jurassic-ultra-unknown-unknown-unknown-unknown-unknown-unknown-false
koala (13b),koala-unknown-unknown-unknown-unknown-13-unknown-unknown-false
koala (7b),koala-unknown-unknown-unknown-unknown-7-unknown-unknown-false
lama 2 chat (13b),lama-unknown-unknown-2-unknown-13-unknown-chat-false
lama 2 chat (70b),lama-unknown-unknown-2-unknown-70-unknown-chat-false
lemur basic,lemur-basic-unknown-unknown-unknown-unknown-unknown-unknown-false
liquid: lfm 40b moe,lfm-moe-unknown-unknown-unknown-40-unknown-unknown-false
liquid: lfm 40b moe (free),lfm-moe-unknown-unknown-unknown-40-unknown-unknown-false
llama (13b),llama-unknown-unknown-unknown-unknown-13-unknown-unknown-false
llama (33b),llama-unknown-unknown-unknown-unknown-33-unknown-unknown-false
llama (65b),llama-unknown-unknown-unknown-unknown-65-unknown-unknown-false
llama 2 (13b),llama-unknown-unknown-2-unknown-13-unknown-unknown-false
llama 2 (70b),llama-unknown-unknown-2-unknown-70-unknown-unknown-false
llama 2 (70b) chat,llama-unknown-unknown-2-unknown-70-unknown-chat-false
llama 2 (7b),llama-unknown-unknown-2-unknown-7-unknown-unknown-false
llama 2 (7b) 32k context,llama-unknown-unknown-2-unknown-7-32-unknown-false
llama 2 13b,llama-unknown-unknown-2-unknown-13-unknown-unknown-false
llama 2 13b chat,llama-unknown-unknown-2-unknown-13-unknown-unknown-false
llama 2 13b chat awq,llama-awq-unknown-2-unknown-13-unknown-unknown-false
llama 2 32k (7b),llama-unknown-unknown-2-unknown-7-32-unknown-false
llama 2 70b,llama-unknown-unknown-2-unknown-70-unknown-unknown-false
llama 2 70b chat,llama-unknown-unknown-2-unknown-70-unknown-unknown-false
llama 2 7b,llama-unknown-unknown-2-unknown-7-unknown-unknown-false
llama 2 7b 32k instruct (7b),llama-unknown-unknown-2-unknown-7-32-instruct-false
llama 2 7b chat,llama-unknown-unknown-2-unknown-7-unknown-chat-false
llama 2 7b chat fp16,llama-unknown-fp16-2-unknown-7-unknown-chat-false
llama 2 7b chat hf lora,llama-unknown-chat-2-unknown-7-unknown-unknown-true
llama 2 7b chat int8,llama-unknown-int8-2-unknown-7-unknown-chat-false
